id,content,create_time
5251,转发微博,03-19 19:04
5252,转发微博,03-14 13:00
5253,"天理何在，好可怜的小孩，就这样把命送在了医院。《宝鸡儿童医院发生一起儿童死亡事件】昨天下午，有网友说宝鸡儿童医院发生了一起儿童死亡事件，家属在医院讨说法时，被医院工作人员被赶了出来。家属在医院门口拉起横幅，警察扯掉横幅，在现场控制事态进一步恶化！<a data-url=""http://t.cn/RJI93dI"" target=""_blank"" href=""http://weibo.cn/sinaurl/blockedfdfa6718?url=&sinainternalbrowser=topnav&share_menu=1&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076036046378320&u=&ep=Ev1noCa9r%2C6046378320%2CEv1lsCBsh%2C5130315201"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> . ???",02-11 11:52
5254,"【宝鸡儿童医院】天理何在 <a data-url=""http://t.cn/RJfVQXp"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked9eede80f?tt_from=sina&app=news_article&iid=7645605841&utm_medium=toutiao_android&utm_campain=client_share&utm_source=sinaweibo&luicode=10000011&lfid=1076036046378320&u=http%3A%2F%2Ftoutiao.com%2Fitem%2F6385407918279229953%2F%3Ftt_from%3Dsina%26app%3Dnews_article%26iid%3D7645605841%26utm_medium%3Dtoutiao_android%26utm_campain%3Dclient_share%26utm_source%3Dsinaweibo&ep=EuVU1rVta%2C6046378320%2CEuVU1rVta%2C6046378320"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",02-10 21:56
5255,"宝鸡大事件！<br/>今天下午宝鸡儿童医院又发生一起儿童死亡事件。幼童的父母和亲人尽被医院工作人员被赶了出来。幼童的亲人在医院门口拉起横幅。而幼童的奶奶抱着孩子，无助的坐在医院门口讨个说法！这个时候十几个披着警察制服的男子从医院冲出，扯掉横幅，并且将幼童的家人打到在地。这已不是该医院第一 ???...<a href=""/status/4073718416820036"">全文</a>",02-10 21:33
5256,一个人从小所生活的环境会改变他的一生，俗话说：“龙养龙、凤养凤、耗子养的会打洞”这句话非常经典！所以造就一个人的良好习惯就要从小抓起，否侧，永远都会比别人落后一步。 ???,2011-10-11 12:57
5257,"中国又退后一步了，<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;"" alt=""[汗]""></span> ???",2011-10-11 12:54
5258,"歌好听，人很帅，夜景很美。 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;"" alt=""[挤眼]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;"" alt=""[挤眼]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;"" alt=""[挤眼]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;"" alt=""[挤眼]""></span> <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;"" alt=""[坏笑]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;"" alt=""[坏笑]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;"" alt=""[坏笑]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;"" alt=""[坏笑]""></span>",06-24 18:43
5259,"既被萌到，又要被笑死了。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span>",06-02 18:51
5260,"震撼！！！厉害的小妹妹。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span>",06-02 18:49
5261,"好好听，喜欢这群孩子的声音。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_xiudada-3da77c6e68.png"" style=""width:1em;height:1em;"" alt=""[羞嗒嗒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_xiudada-3da77c6e68.png"" style=""width:1em;height:1em;"" alt=""[羞嗒嗒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_xiudada-3da77c6e68.png"" style=""width:1em;height:1em;"" alt=""[羞嗒嗒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_xiudada-3da77c6e68.png"" style=""width:1em;height:1em;"" alt=""[羞嗒嗒]""></span>",06-02 18:46
5262,"厉害了我的……<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span>",01-09 10:16
5263,"很棒的哦。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;"" alt=""[嘻嘻]""></span>",01-07 13:03
5264,"<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>  //<a href='https://m.weibo.cn/n/每日一狗'>@每日一狗</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;"" alt=""[doge]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-c6964bf237.png"" style=""width:1em;height:1em;"" alt=""[允悲]""></span>//<a href='https://m.weibo.cn/n/麻辣五香怪味豆'>@麻辣五香怪味豆</a>：主人最后绝望的说了开动，哈哈哈哈哈",07-12 12:01
5265,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,07-12 11:58
5266,这就是你见到我的时候的样子<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>  //<a href='https://m.weibo.cn/n/英文老师课'>@英文老师课</a>:转发微博,07-12 11:55
5267,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,07-10 08:52
5268,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>  你就是那个狗,07-10 08:48
5269,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,07-10 08:46
5270,爱你 一天比一天更爱你<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,07-01 22:29
5271,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,06-19 12:34
5272,<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>,06-19 12:33
5273,"<a href='https://m.weibo.cn/n/缘来如此sky'>@缘来如此sky</a>  这就是你和我//<a href='https://m.weibo.cn/n/黑客是这样练成的'>@黑客是这样练成的</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;"" alt=""[心]""></span>//<a href='https://m.weibo.cn/n/一只学屌'>@一只学屌</a>: <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png"" style=""width:1em;height:1em;"" alt=""[爱你]""></span>//<a href='https://m.weibo.cn/n/这微博笑死我了'>@这微博笑死我了</a>: <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png"" style=""width:1em;height:1em;"" alt=""[心]""></span>",06-14 21:49
5274,"我参与了<a href='https://m.weibo.cn/n/新浪评论'>@新浪评论</a> 发起的投票【你会选择生二胎吗？】，我投给了&quot;我30-40岁选择生二胎&quot;这个选项。你也快来表态吧：<a data-url=""http://t.cn/8DFOjE2"" href=""http://vote.weibo.com/vid=2495573?luicode=10000011&lfid=1076033867161088&ep=AiSZVy0dH%2C3867161088%2CAiSZVy0dH%2C3867161088"" data-hide=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">你会选择生二胎吗？</a>  ???",2013-11-15 21:32
5275,中山医科大学张博士，主要从事难治性癫痫的治疗和研究工作。希望能帮到大家。 ???,2013-10-22 14:08
5276,"和美女帅哥一起网络聚会，刺激又好玩<a data-url=""http://t.cn/RLd6PNv"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked3e76fb25?t=wbs&i=0&u=http%3A%2F%2F3g.17paipai.cn%2F%3Ft%3Dwbs%26i%3D0%26u%3D13226096&luicode=10000011&lfid=1076035353815001&ep=CyIGSnEVr%2C5353815001%2CCyIGSnEVr%2C5353815001"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2015-09-02 22:11
5277,"和美女帅哥一起网络聚会，刺激又好玩<a data-url=""http://t.cn/RLd6PNv"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked3e76fb25?t=wbs&i=0&u=http%3A%2F%2F3g.17paipai.cn%2F%3Ft%3Dwbs%26i%3D0%26u%3D13226096&luicode=10000011&lfid=1076035353815001&ep=CweAe6igM%2C5353815001%2CCweAe6igM%2C5353815001"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2015-08-17 13:51
5278,"和美女帅哥一起网络聚会，刺激又好玩<a data-url=""http://t.cn/RLd6PNv"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked3e76fb25?t=wbs&i=0&u=http%3A%2F%2F3g.17paipai.cn%2F%3Ft%3Dwbs%26i%3D0%26u%3D13226096&luicode=10000011&lfid=1076035353815001&ep=CweAbFHKT%2C5353815001%2CCweAbFHKT%2C5353815001"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2015-08-17 13:51
5279,"咿呀咿呀一 <a data-url=""http://t.cn/RLKL31Q"" href=""https://m.weibo.cn/p/index?containerid=100101118.4829008017_24.7674507277&title=%25E5%2595%2586%25E5%259C%2588&luicode=10000011&lfid=1076035353815001&ep=Ct62k2iaF%2C5353815001%2CCt62k2iaF%2C5353815001"" data-hide=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_location_default.png""></span></i><span class=""surl-text"">晋江市</a> ???",2015-07-27 22:35
5280,"【有了手机贷，手机变钱袋】手机贷，国内首款小额、短期理财,借款P2P移动平台；三分钟资料提交，即可划款入账！手机贷，中国人的信用钱包！官方下载：<a data-url=""http://t.cn/zRiksdU"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedff5615fc?luicode=10000011&lfid=1076035353815001&u=http%3A%2F%2Fmobp2p.com%2F&ep=Cjor6dfLe%2C5353815001%2CCjor6dfLe%2C5353815001"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> <a href='https://m.weibo.cn/n/手机贷'>@手机贷</a> 【前隆金融】 ???",2015-05-25 03:02
5281,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_chijing-709027feca.png"" style=""width:1em;height:1em;"" alt=""[哆啦A梦吃惊]""></span>//<a href='https://m.weibo.cn/n/Porlz'>@Porlz</a>:high school//<a href='https://m.weibo.cn/n/JustinTo-'>@JustinTo-</a>:又想起初中生活",2016-03-26 12:40
5282,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;"" alt=""[微笑]""></span> ???",2015-11-14 18:03
5283,//<a href='https://m.weibo.cn/n/全球热门搜罗'>@全球热门搜罗</a>:Get√,07-11 00:44
5284,转发微博,07-08 18:55
5285,转发微博,07-08 18:53
5286,"//<a href='https://m.weibo.cn/n/全球热门搜罗'>@全球热门搜罗</a>: 我也加了咨询，怪不得痘痘一直反反复复折磨人，问题肌肤专业的才是靠谱的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-55854d01bb.png"" style=""width:1em;height:1em;"" alt=""[good]""></span>",07-08 11:38
5287,转发微博,07-08 11:37
5288,转发微博,07-08 11:32
5289,转发微博,07-08 11:10
5290,我曹 6了,07-08 11:07
5291,转发微博,07-07 17:11
5292,转发微博,07-07 17:10
5293,转发微博,2016-01-18 16:47
5294,转发微博,2015-12-31 15:58
5295,转发微博,2015-12-31 15:58
5296,转发微博,2015-12-01 16:54
5297,转发微博,2015-11-25 10:10
5298,"给大家推荐一个不错的大屏幕活动：“2016金岩文化电影战略发布会”，活动时间11-23 14:30-11-23 17:00。发送<a class='k' href='https://m.weibo.cn/k/我想静静电影?from=feed'>#我想静静电影#</a>加内容就可以得到一次万众瞩目的上墙机会呀！<a data-url=""http://t.cn/RU3n404"" target=""_blank"" href=""http://weibo.cn/sinaurl/blocked46336298?url=http%3A%2F%2Fscreen.weibo.com%2Feventdetail.php%3Feid%3D225917&url_type=39&object_type=webpage&pos=1&luicode=10000011&lfid=1076035691369496&u=http%3A%2F%2Fscreen.weibo.com%2Feventdetail.php%3Feid%3D225917&ep=D5aK3y6GR%2C5691369496%2CD5aK3y6GR%2C5691369496"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">精彩活动</a> ???",2015-11-23 13:11
5299,【欧洲国家总统驾座来自金岩控股企业】浙江途尔车业股份有限公司为浙江金岩控股集团控股企业，其生产的锂电池自行车为高端新能源产品，在欧洲深受欢迎，占有71％市场份额。捷克总统克劳斯的驾座就是该产品，匈牙利外长甚至来公司考察。 ???,2015-11-06 16:10
5300,//<a href='https://m.weibo.cn/n/YouTube上的搬运工'>@YouTube上的搬运工</a>:转发微博,2015-11-06 16:03
5301,//<a href='https://m.weibo.cn/n/金岩财富网'>@金岩财富网</a>:历史上的今天,2015-10-14 08:49
5302,选金岩，财会赢,2015-10-14 08:48
5303,"...谁能体会这撕心的苦 如果爱情的路 还可以再铺 我不会让你再为我哭 如今剩一个没用到不可原谅 弄丢了自己的幸福的猪 当初爱到末路 ...我收藏了： 丢了幸福的猪-姜玉阳 <a data-url=""http://t.cn/heoUaG"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedadd49117?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F3poetlpir&ep=l4EWKlpT9%2C2164140917%2Cl4EWKlpT9%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-07-14 16:52
5304,"...谁能体会这撕心的苦 如果爱情的路 还可以再铺 我不会让你再为我哭 如今剩一个没用到不可原谅 弄丢了自己的幸福的猪 当初爱到末路 ...我收藏了： 丢了幸福的猪-姜玉阳 <a data-url=""http://t.cn/hDzo2y"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedbc2a2d9b?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F1xwqltxrb&ep=l4EWKlnPJ%2C2164140917%2Cl4EWKlnPJ%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-07-14 16:51
5305,"...零度的体温暗淡的红唇 夜幕里你还在 吐雾吞云 莫非是心里面有了伤痕 让你独自守望着破碎的心门 你的眼角爬上了皱纹 还默默数着 一窗星辰 莫非是还渴望 爱的温存 ...我收藏了： 抽烟的女人-陈瑞 <a data-url=""http://t.cn/aoTh8L"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockede8e609f3?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F1weobltwe&ep=l4EVh6PtJ%2C2164140917%2Cl4EVh6PtJ%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-23 09:49
5306,"我收藏了： 青藏高原-索朗旺姆 <a data-url=""http://t.cn/aoYcUV"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedd97cf13e?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F1wemtolor&ep=l4EVaapH3%2C2164140917%2Cl4EVaapH3%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a>等25首歌曲 ???",2011-06-16 13:24
5307,"...谁能体会这撕心的苦 如果爱情的路 还可以再铺 我不会让你再为我哭 如今剩一个没用到不可原谅 弄丢了自己的幸福的猪 当初爱到末路 ...我收藏了： 丢了幸福的猪-姜玉阳 <a data-url=""http://t.cn/heoUaG"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedadd49117?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F3poetlpir&ep=l4EVaaaGr%2C2164140917%2Cl4EVaaaGr%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 13:13
5308,"...请你双手不要再紧握 一个人我至少干净俐落 沦落就沦落 爱闯祸就闯祸 我也放你一个人生活 你知道就算继续结果还是没结果 就彼此放生留下活口 ...我收藏了： 放生-范逸臣 <a data-url=""http://t.cn/heGSOw"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedce5558cf?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F1xeerrqqt&ep=l4EVa9SQb%2C2164140917%2Cl4EVa9SQb%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 13:01
5309,"...秋天的雨跟随心中的热却不退 仿佛继续闭着双眼 熟悉的脸又浮现在眼前 蓝色的思念 突然演变成了阳光的夏天 空气中的温暖 不会更遥远 ...我收藏了： 被风吹过的夏天-金莎,林俊杰 <a data-url=""http://t.cn/heTFCM"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked5bf28e28?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F0ffaocgao&ep=l4EVa9QDl%2C2164140917%2Cl4EVa9QDl%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 13:00
5310,"...当时我保持沉默 心里悲伤又难过 甚至不敢相信自己的耳朵 我爱上了你等于爱上了错 爱你水深火热 最后你却给我冷漠 我无法去解脱 我也无处去闪躲 只能悬挂在地狱天堂之间生活 ...我收藏了： 爱上你等于爱上了错-张振宇 <a data-url=""http://t.cn/aKSGAx"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked0272d6f4?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F0frwmoawf&ep=l4EVa9OkJ%2C2164140917%2Cl4EVa9OkJ%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 12:58
5311,"...但是我完全无法硬着心肠 做得让你有一点难过失望 总觉得有疼你的责任 要你是最快乐最单纯的人 因为你让我的心变得丰盛 原来不奢望的变成可能 总觉得有疼你的责任 ...我收藏了： 疼你的责任-品冠 <a data-url=""http://t.cn/heJ97R"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedf1000953?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F0ffagakcf&ep=l4EVa9N1n%2C2164140917%2Cl4EVa9N1n%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 12:57
5312,"...明白自己究竟有多苦 输了自己也输了全部 我只会在心里偷偷的哭 我如何才能够走出迷途 这段感情爱的很辛苦 难道你一点不在乎  ...我收藏了： 偷偷的哭-陈玉建 <a data-url=""http://t.cn/he98BN"" target=""_blank"" href=""https://weibo.cn/sinaurl/blocked7ca9283f?luicode=10000011&lfid=1076032164140917&u=http%3A%2F%2Fs.duomi.com%2Fs%2F1xrextwmo&ep=l4EVa9L5l%2C2164140917%2Cl4EVa9L5l%2C2164140917"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",2011-06-16 12:56
5313,小白太帅了,06-16 13:17
5314,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_nu-3895b46600.png"" style=""width:1em;height:1em;"" alt=""[怒]""></span>给你个眼神自己体会 ???",06-04 11:40
5315,"我已经加入了音悦台的#口袋·BIGBANG#VIP专属爱屁屁，你还没有加入？VIP们，这是他们的王国，等你来守护，快把大爆炸装进口袋，加入我们吧！WOW~FANTASTIC BABY~<a data-url=""http://t.cn/RJZeW1K"" target=""_blank"" href=""https://weibo.cn/sinaurl/blockedff2c06ba?channel=209&luicode=10000011&lfid=1076035824716241&u=http%3A%2F%2Fwww.yinyuetai.com%2Fapps%2Fapp%3Fchannel%3D209&ep=F566Q5yms%2C5824716241%2CF566Q5yms%2C5824716241"" class=""""><span class=""url-icon""><img src=""//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">网页链接</a> ???",05-27 22:52
5316,分享图片 ???,03-25 13:41
5317,宇微夫妇祝你们999 ???,02-26 14:27
5318,转发微博,01-27 23:52
5319,"今天我的「微博等级」又升一级，记录一下我在微博的成就<a data-url=""http://t.cn/RznUBIb"" target=""_blank"" href=""http://weibo.cn/sinaurl/blocked39a8543b?url=http%3A%2F%2Flevel.account.weibo.cn&sinainternalbrowser=topnav&share_menu=1&url_type=39&object_type=webpage&pos=1&luicode=10000011&lfid=1076035824716241&u=http%3A%2F%2Flevel.account.weibo.cn&ep=EoRghvBuj%2C5824716241%2CEoRghvBuj%2C5824716241"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">微博等级，升等级享好礼</a> ???",01-01 23:05
5320,分享图片 ???,2016-12-31 13:38
5321,//<a href='https://m.weibo.cn/n/EXO资源部落'>@EXO资源部落</a>:好好珍藏吧,2016-06-29 00:53
5322,"我刚刚在<a class='k' href='https://m.weibo.cn/k/微博等级专享礼?from=feed'>#微博等级专享礼#</a>中领取了由<a href='https://m.weibo.cn/n/微博会员'>@微博会员</a> 提供的“7天会员体验”专享礼包[发红包]新等级华丽变身，iPhone6、拍立得、大牌明星签名礼、综艺门票、百万现金券…..人人升级有福利，让你任性让你high！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/lxh_oye-e8d4a6c9dd.png"" style=""width:1em;height:1em;"" alt=""[噢耶]""></span>快去领取你的等级专享礼吧<a data-url=""http://t.cn/R2IG38C"" target=""_blank"" href=""http://weibo.cn/sinaurl/blocked39a8543b?url=http%3A%2F%2Flevel.account.weibo.cn&sinainternalbrowser=topnav&share_menu=1&url_type=39&object_type=webpage&pos=1&luicode=10000011&lfid=1076035824716241&u=http%3A%2F%2Flevel.account.weibo.cn&ep=DkJd8Dfz8%2C5824716241%2CDkJd8Dfz8%2C5824716241"" class=""""><span class=""url-icon""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></span></i><span class=""surl-text"">微博等级，升等级享好礼</a> ???",2016-03-04 20:30
5323,只么好很课二的红或有生块生多同角手和 ???,2014-04-25 07:46
5324,声他练最点面我高察国校班并样共边大 ???,2014-04-25 07:46
5325,转发微博,06-28 11:33
